Country_Tag,Country_Population_K,Country_Core_Population_K,Country_NonCore_Population_K,Conscription_Rate,Num_Owned_States,Num_Core_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Total_Controlled_Factories,Total_Owned_Factories,Avg_Infra_per_State,Oil_Units,Oil_Barrels_Thousands,Aluminium_Units,Aluminium_Tons_Thousands,Rubber_Units,Rubber_Tons_Thousands,Tungsten_Units,Tungsten_Tons_Thousands,Steel_Units,Steel_Tons_Thousands,Chromium_Units,Chromium_Tons_Thousands,Coal,Coal_ShortTons_Thousands,Maximum_Potential_Exporting,Total_Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Subsistence_Sector_GDP_USD_M,Subsistence_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Labor_Efficiency,Source_File
QUE,4076,0,0,5%,12,12,12,1,0,6,11,5,22,26,26,0,0,0,0,0,0,0,0,0,-26,-1300,0,0,11,7370,0%,2824,16,0%,410,14%,693,28%,38%,generate_country_csv_report_1740-01-01-01.csv
RIV,923,0,0,2%,2,2,2,1,0,3,5,2,10,10,10,0,86,141900,0,0,102,204,0,0,-10,-500,0,0,11,7370,0%,700,277,39%,120,17%,758,28%,38%,generate_country_csv_report_1740-01-01-01.csv
RJV,265,0,0,4%,1,1,1,1,1,3,6,2,11,11,11,0,0,0,0,0,0,0,0,0,-12,-600,0,0,0,0,-5%,99,-1,-1%,36,36%,373,28%,38%,generate_country_csv_report_1740-01-01-01.csv
RNV,451,0,0,2%,1,1,1,1,0,3,7,2,12,12,11,0,50,75000,0,0,0,0,0,0,-14,-700,0,0,11,7370,0%,386,172,44%,63,16%,856,28%,38%,generate_country_csv_report_1740-01-01-01.csv
SDP,75936,0,0,4%,15,28,15,1,0,31,18,24,73,75,74,0,25,45000,64,32,0,0,152,22,140,7000,0,0,158,105860,0%,23035,1205,5%,4321,18%,303,28%,38%,generate_country_csv_report_1740-01-01-01.csv
SKE,930,0,0,4%,2,2,2,1,1,7,6,4,17,17,15,0,0,0,0,0,0,0,0,0,-12,-600,0,0,0,0,0%,584,-1,-0%,124,21%,628,28%,38%,generate_country_csv_report_1740-01-01-01.csv
SPP,168,0,0,2%,1,17,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,-2,-100,0,0,11,7370,25%,15,9,59%,5,35%,92,28%,38%,generate_country_csv_report_1740-01-01-01.csv
SRV,450,0,0,4%,1,1,1,1,1,5,8,8,21,21,21,0,61,91500,0,0,0,0,0,0,-16,-800,0,0,11,7370,0%,735,220,29%,26,3%,1632,28%,38%,generate_country_csv_report_1740-01-01-01.csv
TNV,337,0,0,4%,1,1,1,1,1,8,7,2,17,17,12,0,0,0,0,0,0,0,0,0,5,250,-2,-5,12,8040,0%,154,16,10%,49,31%,458,28%,38%,generate_country_csv_report_1740-01-01-01.csv
UMB,2456,0,0,4%,4,4,4,1,1,12,9,8,29,22,20,0,0,0,0,0,0,0,0,0,16,800,0,0,0,0,0%,2748,1,0%,262,9%,1118,28%,38%,generate_country_csv_report_1740-01-01-01.csv
USV,134,0,0,3%,1,1,1,1,1,3,5,2,10,10,10,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,0%,39,0,-2%,11,29%,296,28%,38%,generate_country_csv_report_1740-01-01-01.csv
WEA,266,0,0,5%,1,1,1,1,0,4,7,4,15,15,15,0,0,0,0,0,0,0,0,0,-14,-700,0,0,0,0,0%,164,-1,-0%,38,23%,619,28%,38%,generate_country_csv_report_1740-01-01-01.csv
HHE,497562,0,0,9%,324,157,338,0,0,240,227,85,552,912,888,0,454,862600,399,199,270,540,566,84,872,43600,287,717,631,422770,15%,223952,91238,40%,36981,16%,631,28%,38%,generate_country_csv_report_1740-01-01-01.csv
AVE,162,0,0,2%,2,7,2,1,0,4,5,0,9,8,8,0,0,0,0,0,0,0,0,0,38,1900,0,0,27,18090,25%,61,37,60%,15,25%,376,28%,38%,generate_country_csv_report_1740-01-01-01.csv
BIU,221,0,0,3%,2,7,2,1,0,7,7,2,16,14,14,0,0,0,0,0,0,0,0,0,58,2900,0,0,53,35510,25%,177,82,46%,29,16%,803,28%,38%,generate_country_csv_report_1740-01-01-01.csv
CYR,4545,0,0,6%,5,12,5,0,0,5,13,19,37,35,34,0,0,0,40,20,0,0,0,0,44,2200,135,337,-4,-2680,-5%,8658,106,1%,364,4%,1904,28%,38%,generate_country_csv_report_1740-01-01-01.csv
HPV,435,0,0,5%,2,5,2,0,0,6,3,0,9,11,9,0,26,39000,0,0,0,0,0,0,-8,-400,0,0,11,7370,0%,124,70,56%,38,31%,285,28%,38%,generate_country_csv_report_1740-01-01-01.csv
LEE,2826,0,0,2%,6,8,6,1,0,3,6,2,11,11,11,0,0,0,0,0,0,0,0,0,-12,-600,0,0,11,7370,0%,901,13,1%,236,26%,318,28%,38%,generate_country_csv_report_1740-01-01-01.csv
LRO,494,0,0,4%,4,5,4,1,1,3,4,0,7,9,9,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,0%,60,0,-1%,52,87%,122,28%,38%,generate_country_csv_report_1740-01-01-01.csv
NMR,1452,0,0,4%,2,3,2,1,1,2,2,0,4,8,8,0,0,0,0,0,0,0,19,2,-10,-500,0,0,11,7370,0%,213,13,6%,168,79%,146,28%,38%,generate_country_csv_report_1740-01-01-01.csv
PCS,2231,0,0,4%,3,4,3,1,1,4,7,2,13,14,12,0,0,0,0,0,0,0,48,7,-14,-700,0,0,11,7370,0%,1022,29,2%,273,26%,458,28%,38%,generate_country_csv_report_1740-01-01-01.csv
SRA,571,0,0,12%,4,19,4,1,1,5,2,0,7,9,4,0,0,0,0,0,0,0,0,0,-8,-400,0,0,12,8040,0%,67,10,15%,55,81%,354,28%,38%,generate_country_csv_report_1740-01-01-01.csv
SSD,11979,0,0,4%,3,16,3,1,1,17,2,0,19,18,18,0,0,0,17,8,0,0,77,11,191,9550,129,322,0,0,25%,2863,94,3%,497,17%,239,28%,38%,generate_country_csv_report_1740-01-01-01.csv
UFS,5528,0,0,1%,3,28,3,0,0,3,3,3,9,9,8,0,0,0,0,0,0,0,0,0,34,1700,0,0,0,0,0%,1882,2,0%,139,7%,340,28%,38%,generate_country_csv_report_1740-01-01-01.csv
WIE,589,0,0,2%,3,4,3,1,0,6,3,0,9,11,11,0,0,0,0,0,0,0,0,0,-8,-400,0,0,11,7370,0%,103,10,10%,73,71%,174,28%,38%,generate_country_csv_report_1740-01-01-01.csv
BAR,93388,0,0,4%,22,22,22,1,1,55,39,18,112,90,90,0,163,260800,50,25,36,72,44,6,317,15850,408,1020,1355,907850,25%,37015,11474,30%,9262,25%,396,28%,38%,generate_country_csv_report_1740-01-01-01.csv
FFN,28070,0,0,3%,14,14,14,1,0,12,21,14,47,36,35,0,165,288750,0,0,33,66,0,0,174,8700,-2,-5,11,7370,25%,11575,1412,12%,2292,19%,412,28%,38%,generate_country_csv_report_1740-01-01-01.csv
LLA,13669,0,0,3%,7,7,7,1,0,11,7,9,27,27,27,0,134,221100,22,11,0,0,0,0,43,2150,0,0,11,7370,0%,7159,527,7%,550,7%,523,28%,38%,generate_country_csv_report_1740-01-01-01.csv
DRC,227433,0,0,4%,35,91,43,0,0,18,14,34,66,78,64,0,0,0,10,5,0,0,243,36,166,8300,12,30,21,14070,0%,28562,387,1%,11357,39%,133,28%,38%,generate_country_csv_report_1740-01-01-01.csv
DVE,7687,0,0,5%,9,15,9,1,0,8,5,0,13,13,13,0,0,0,0,0,0,0,0,0,22,1100,0,0,11,7370,0%,1704,16,0%,475,27%,221,28%,38%,generate_country_csv_report_1740-01-01-01.csv
DVC,13790,0,0,0%,2,5,2,0,0,15,16,0,31,26,25,0,0,0,17,8,5,10,0,0,80,4000,171,427,5,3350,50%,4437,239,5%,993,22%,321,28%,38%,generate_country_csv_report_1740-01-01-01.csv
EPC,46629,0,0,3%,22,91,21,1,0,0,4,8,12,27,22,0,0,0,10,5,53,106,29,4,25,1250,-4,-10,11,7370,0%,6780,37,0%,2167,31%,198,28%,38%,generate_country_csv_report_1740-01-01-01.csv
EPY,63922,0,0,4%,38,38,38,0,1,31,32,40,103,104,104,0,26,50700,115,57,466,932,0,0,140,7000,244,610,490,328300,0%,34307,4593,13%,4902,14%,536,28%,38%,generate_country_csv_report_1740-01-01-01.csv
FDL,7190,0,0,-0%,4,4,3,0,0,3,8,0,11,7,6,0,0,0,0,0,0,0,59,8,16,800,0,0,20,13400,50%,1342,55,4%,682,50%,183,28%,38%,generate_country_csv_report_1740-01-01-01.csv
FUL,1223,0,0,7%,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,99,0,0%,99,100%,81,28%,38%,generate_country_csv_report_1740-01-01-01.csv
GNG,5013,0,0,6%,2,2,2,0,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16750,25%,590,18,3%,504,85%,117,28%,38%,generate_country_csv_report_1740-01-01-01.csv
LCF,10240,0,0,5%,4,4,4,0,0,2,1,0,3,3,2,0,0,0,0,0,0,0,0,0,15,750,0,0,17,11390,0%,1183,15,1%,983,83%,115,28%,38%,generate_country_csv_report_1740-01-01-01.csv
LCS,4451,0,0,4%,5,5,6,0,0,3,2,2,7,7,6,0,0,0,0,0,74,148,0,0,12,600,0,0,11,7370,0%,1437,13,0%,461,32%,323,28%,38%,generate_country_csv_report_1740-01-01-01.csv
LMC,16688,0,0,2%,6,6,3,0,0,3,4,0,7,10,9,0,0,0,0,0,0,0,10,1,23,1150,0,0,62,41540,0%,3834,121,3%,2174,56%,127,28%,38%,generate_country_csv_report_1740-01-01-01.csv
MYU,1232,0,0,6%,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,100,0,0%,100,100%,81,28%,38%,generate_country_csv_report_1740-01-01-01.csv
NRS,6892,0,0,4%,6,6,6,1,1,6,5,2,13,13,13,0,0,0,0,0,0,0,0,0,-10,-500,34,85,0,0,0%,2573,15,0%,877,34%,373,28%,38%,generate_country_csv_report_1740-01-01-01.csv
NWE,7814,0,0,2%,4,4,4,1,0,4,7,3,14,14,14,0,0,0,0,0,72,144,0,0,-14,-700,0,0,11,7370,0%,3256,17,0%,864,26%,416,28%,38%,generate_country_csv_report_1740-01-01-01.csv
ODS,2762,0,0,4%,3,3,3,1,1,1,3,0,4,14,14,0,0,0,0,0,0,0,0,0,-18,-900,39,97,11,7370,0%,837,26,3%,347,41%,303,28%,38%,generate_country_csv_report_1740-01-01-01.csv
RDN,5082,0,0,2%,7,7,7,1,0,11,8,2,21,21,21,0,0,0,8,4,0,0,0,0,14,700,194,485,0,0,0%,2133,113,5%,459,21%,419,28%,38%,generate_country_csv_report_1740-01-01-01.csv
ROM,9205,0,0,4%,4,25,4,0,1,13,10,14,37,35,33,0,0,0,0,0,0,0,0,0,81,4050,24,60,31,20770,25%,7315,84,1%,848,11%,794,28%,38%,generate_country_csv_report_1740-01-01-01.csv
RPG,9779,0,0,3%,5,5,2,0,0,2,2,3,7,7,6,0,0,0,0,0,0,0,0,0,9,450,0,0,53,35510,0%,3160,54,1%,1446,45%,145,28%,38%,generate_country_csv_report_1740-01-01-01.csv
SHE,1229,0,0,4%,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,100,0,0%,100,100%,81,28%,38%,generate_country_csv_report_1740-01-01-01.csv
SSJ,2438,0,0,4%,2,2,2,0,0,2,1,2,5,5,4,0,0,0,0,0,33,66,0,0,9,450,0,0,2,1340,0%,843,3,0%,161,19%,345,28%,38%,generate_country_csv_report_1740-01-01-01.csv
WYK,6812,0,0,2%,5,7,5,1,0,3,6,9,18,18,18,0,0,0,0,0,0,0,0,0,-12,-600,0,0,11,7370,0%,5256,13,0%,887,16%,771,28%,38%,generate_country_csv_report_1740-01-01-01.csv
XIN,2637,0,0,5%,2,2,2,1,0,1,1,0,2,9,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,11,7370,0%,662,9,1%,357,54%,251,28%,38%,generate_country_csv_report_1740-01-01-01.csv
D01,97,0,0,3%,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,3,0,0%,3,100%,32,28%,38%,generate_country_csv_report_1740-01-01-01.csv
ABL,3309,0,0,8%,7,7,7,0,0,3,8,2,13,13,13,0,0,0,0,0,0,0,23,3,-16,-800,39,97,11,7370,0%,1439,44,3%,342,23%,435,30%,40%,generate_country_csv_report_1741-01-01-01.csv
DOO,1121,0,0,7%,7,7,7,0,0,3,4,0,7,8,8,0,13,14300,0,0,0,0,0,0,-8,-400,0,0,0,0,0%,145,23,15%,99,68%,130,30%,40%,generate_country_csv_report_1741-01-01-01.csv
DTP,1015,0,0,6%,2,2,1,0,0,3,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7370,0%,188,8,4%,139,73%,163,30%,40%,generate_country_csv_report_1741-01-01-01.csv
FDN,1286,0,0,3%,6,7,6,0,0,4,9,4,17,17,17,0,5,7250,0,0,0,0,0,0,-18,-900,0,0,11,7370,0%,764,32,4%,125,16%,594,30%,40%,generate_country_csv_report_1741-01-01-01.csv
HYP,67,0,0,6%,2,2,1,0,0,1,4,0,5,5,5,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,0%,47,0,-1%,47,100%,117,30%,40%,generate_country_csv_report_1741-01-01-01.csv
INH,0,0,0,4%,3,6,0,0,1,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,265,0,0%,265,100%,129,30%,40%,generate_country_csv_report_1741-01-01-01.csv
KST,341,0,0,4%,2,2,2,1,0,4,5,2,11,11,11,0,0,0,0,0,0,0,0,0,-10,-500,0,0,11,7370,0%,116,12,10%,26,22%,340,30%,40%,generate_country_csv_report_1741-01-01-01.csv
LLD,684,0,0,6%,6,6,1,0,0,2,1,2,5,5,5,0,0,0,0,0,0,0,0,0,-2,-100,0,0,0,0,0%,1507,0,-0%,700,46%,190,30%,40%,generate_country_csv_report_1741-01-01-01.csv
MLB,89,0,0,2%,1,1,1,0,0,3,6,0,9,9,9,0,0,0,0,0,0,0,0,0,-12,-600,0,0,14,9380,0%,28,17,59%,8,29%,323,30%,40%,generate_country_csv_report_1741-01-01-01.csv
MTR,2142,0,0,6%,5,8,5,0,0,4,9,3,16,16,16,0,0,0,0,0,0,0,0,0,-18,-900,0,0,0,0,0%,1175,-2,-0%,229,19%,548,30%,40%,generate_country_csv_report_1741-01-01-01.csv
NLL,312,0,0,2%,2,16,2,1,1,9,6,0,15,15,10,0,0,0,9,4,0,0,0,0,10,500,-2,-5,19,12730,0%,60,25,42%,27,45%,194,30%,40%,generate_country_csv_report_1741-01-01-01.csv
OAK,106769,0,0,8%,66,66,66,1,1,359,459,79,897,759,759,0,486,1968300,849,424,208,416,468,70,2795,139750,743,1857,1230,824100,25%,474472,318089,67%,5783,1%,4443,30%,40%,generate_country_csv_report_1741-01-01-01.csv
PLK,436,0,0,5%,2,4,2,1,1,4,4,0,8,8,8,0,0,0,0,0,0,0,7,1,-8,-400,9,22,0,0,0%,58,4,8%,48,82%,133,30%,40%,generate_country_csv_report_1741-01-01-01.csv
SHT,795,0,0,2%,4,7,4,1,0,5,10,0,15,15,15,0,11,15950,0,0,0,0,0,0,-20,-1000,0,0,11,7370,0%,146,56,38%,67,45%,184,30%,40%,generate_country_csv_report_1741-01-01-01.csv
TAM,17541,0,0,3%,24,24,24,0,0,22,19,2,43,42,42,0,0,0,0,0,0,0,116,17,38,1900,0,0,0,0,0%,5247,79,1%,473,9%,299,30%,40%,generate_country_csv_report_1741-01-01-01.csv
TPD,682,0,0,8%,3,3,3,0,0,3,3,0,6,8,8,0,0,0,0,0,0,0,15,2,-8,-400,25,62,18,12060,0%,123,30,25%,75,61%,180,30%,40%,generate_country_csv_report_1741-01-01-01.csv
TPP,18266,0,0,4%,28,28,25,1,1,11,5,2,18,18,16,0,0,0,72,36,0,0,0,0,41,2050,0,0,0,0,0%,3321,10,0%,1798,54%,178,30%,40%,generate_country_csv_report_1741-01-01-01.csv
TRH,8125,0,0,6%,3,29,3,0,1,3,5,0,8,16,16,0,9,10800,0,0,0,0,0,0,83,4150,6,15,0,0,25%,2365,35,1%,565,23%,291,30%,40%,generate_country_csv_report_1741-01-01-01.csv
TRI,769,0,0,8%,5,7,2,0,0,1,1,2,4,4,4,0,0,0,0,0,0,0,37,5,-2,-100,44,110,0,0,0%,1272,20,1%,420,33%,361,30%,40%,generate_country_csv_report_1741-01-01-01.csv
UEK,16593,0,0,9%,20,37,20,0,0,18,17,5,40,29,29,0,0,0,0,0,0,0,39,5,4,200,85,212,55,36850,0%,5757,236,4%,1388,24%,346,30%,40%,generate_country_csv_report_1741-01-01-01.csv
WGK,0,0,0,5%,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,63,0,0%,63,100%,110,30%,40%,generate_country_csv_report_1741-01-01-01.csv
AAV,137,0,0,4%,1,1,1,1,1,3,5,2,10,10,9,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,-5%,49,0,-1%,17,35%,364,30%,40%,generate_country_csv_report_1741-01-01-01.csv
AGC,7408,0,0,2%,6,6,6,1,0,10,12,13,35,29,28,0,0,0,67,33,0,0,0,0,106,5300,0,0,11,7370,25%,7052,48,0%,428,6%,951,30%,40%,generate_country_csv_report_1741-01-01-01.csv
AHM,864,0,0,2%,7,7,3,1,1,7,2,0,9,11,11,0,0,0,0,0,0,0,0,0,-6,-300,0,0,0,0,0%,234,0,-0%,163,69%,151,30%,40%,generate_country_csv_report_1741-01-01-01.csv
ARN,5304,0,0,2%,8,14,8,1,0,7,9,5,21,21,21,0,0,0,0,0,0,0,87,13,11,550,0,0,22,14740,0%,3282,71,2%,418,12%,618,30%,40%,generate_country_csv_report_1741-01-01-01.csv
ATL,8606,0,0,2%,4,4,4,1,0,9,6,5,20,20,19,0,135,236250,0,0,180,360,0,0,-12,-600,0,0,11,7370,0%,5097,570,11%,288,5%,592,30%,40%,generate_country_csv_report_1741-01-01-01.csv
AUC,6319,0,0,2%,15,15,15,1,0,17,11,14,42,35,35,0,25,41250,26,13,0,0,0,0,121,6050,0,0,0,0,0%,7037,134,1%,582,8%,1113,30%,40%,generate_country_csv_report_1741-01-01-01.csv
AUF,1792,0,0,2%,5,5,5,1,0,1,4,3,8,16,15,0,0,0,39,19,0,0,0,0,-12,-600,0,0,105,70350,0%,1111,121,10%,200,18%,619,30%,40%,generate_country_csv_report_1741-01-01-01.csv
BTR,23690,0,0,5%,25,25,25,1,0,21,9,5,35,35,35,0,37,55500,0,0,0,0,59,8,61,3050,0,0,92,61640,-5%,5803,326,5%,2324,40%,244,30%,40%,generate_country_csv_report_1741-01-01-01.csv
CUL,188,0,0,4%,1,3,1,1,1,6,4,0,10,10,10,0,0,0,0,0,0,0,0,0,-8,-400,0,0,11,7370,0%,21,11,53%,7,34%,115,30%,40%,generate_country_csv_report_1741-01-01-01.csv
ETV,447,0,0,5%,1,1,1,1,0,3,6,5,14,14,14,0,89,142400,0,0,0,0,0,0,-12,-600,0,0,11,7370,0%,688,292,42%,65,9%,1536,30%,40%,generate_country_csv_report_1741-01-01-01.csv
FLU,377,0,0,3%,2,2,2,1,1,8,3,0,11,11,11,0,0,0,0,0,0,0,0,0,-6,-300,0,0,11,7370,0%,49,10,21%,34,68%,131,30%,40%,generate_country_csv_report_1741-01-01-01.csv
FRO,646,0,0,2%,3,3,3,0,0,2,3,0,5,13,13,0,0,0,0,0,0,0,0,0,-8,-400,0,0,11,7370,0%,101,10,10%,75,74%,156,30%,40%,generate_country_csv_report_1741-01-01-01.csv
JIN,764,0,0,3%,1,1,1,1,0,6,6,0,12,12,12,0,0,0,0,0,0,0,11,1,9,450,0,0,11,7370,0%,180,18,10%,112,62%,235,30%,40%,generate_country_csv_report_1741-01-01-01.csv
KHM,8921,0,0,5%,13,13,13,1,0,14,9,2,25,29,29,0,0,0,0,0,0,0,0,0,38,1900,0,0,92,61640,0%,3506,159,4%,850,24%,393,30%,40%,generate_country_csv_report_1741-01-01-01.csv
KKV,669,0,0,5%,1,1,1,1,0,3,4,2,9,9,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,0%,265,0,-0%,87,33%,395,30%,40%,generate_country_csv_report_1741-01-01-01.csv
KSA,3099,0,0,4%,10,10,5,1,1,2,3,1,6,6,6,0,47,91650,0,0,50,100,0,0,-6,-300,0,0,0,0,0%,1443,144,10%,696,48%,224,30%,40%,generate_country_csv_report_1741-01-01-01.csv
LNV,470,0,0,4%,1,1,1,1,1,3,5,2,10,10,9,0,0,0,0,0,0,0,0,0,-10,-500,0,0,11,7370,-5%,198,12,6%,61,30%,422,30%,40%,generate_country_csv_report_1741-01-01-01.csv
LOC,134,0,0,2%,1,1,1,0,0,6,2,0,8,8,8,0,0,0,0,0,0,0,0,0,-4,-200,0,0,11,7370,0%,31,10,31%,18,59%,236,30%,40%,generate_country_csv_report_1741-01-01-01.csv
MES,1083,0,0,3%,1,1,1,1,0,4,6,3,13,13,13,0,0,0,0,0,0,0,0,0,-12,-600,0,0,120,80400,0%,806,158,19%,158,19%,744,30%,40%,generate_country_csv_report_1741-01-01-01.csv
MJU,911,0,0,7%,1,30,1,0,0,2,4,0,6,6,5,0,0,0,0,0,0,0,0,0,-8,-400,0,0,11,7370,50%,151,11,7%,113,75%,166,30%,40%,generate_country_csv_report_1741-01-01-01.csv
MNG,3894,0,0,3%,7,7,7,1,1,8,5,3,16,16,16,0,9,11700,0,0,0,0,0,0,34,1700,0,0,0,0,0%,1623,24,1%,300,18%,416,30%,40%,generate_country_csv_report_1741-01-01-01.csv
MRV,202,0,0,2%,1,1,1,1,0,3,7,3,13,13,12,0,0,0,0,0,0,0,0,0,-14,-700,0,0,0,0,0%,100,-1,-1%,29,29%,498,30%,40%,generate_country_csv_report_1741-01-01-01.csv
OOD,9858,0,0,4%,1,1,1,0,1,3,5,2,10,10,10,0,0,0,0,0,25,50,0,0,-10,-500,0,0,0,0,0%,2896,0,0%,878,30%,293,30%,40%,generate_country_csv_report_1741-01-01-01.csv
PER,322,0,0,3%,1,1,1,1,0,5,9,0,14,14,14,0,0,0,0,0,0,0,0,0,-4,-200,0,0,11,7370,0%,71,17,23%,45,63%,221,30%,40%,generate_country_csv_report_1741-01-01-01.csv
QDT,3190,0,0,5%,15,16,15,1,0,18,14,10,42,37,37,0,72,126000,11,5,0,0,0,0,143,7150,0,0,11,7370,25%,4610,451,9%,249,5%,1444,30%,40%,generate_country_csv_report_1741-01-01-01.csv
QUE,4136,0,0,5%,12,12,12,1,1,7,10,5,22,26,26,0,0,0,0,0,0,0,0,0,-24,-1200,0,0,11,7370,0%,2850,15,0%,417,14%,689,30%,40%,generate_country_csv_report_1741-01-01-01.csv
RIV,944,0,0,2%,2,2,2,1,0,3,5,2,10,10,10,0,86,150500,0,0,102,204,0,0,-10,-500,0,0,11,7370,0%,730,293,40%,123,16%,773,30%,40%,generate_country_csv_report_1741-01-01-01.csv
RJV,271,0,0,4%,1,1,1,1,1,3,6,2,11,11,11,0,0,0,0,0,0,0,0,0,-12,-600,0,0,0,0,-5%,102,-1,-1%,36,36%,377,30%,40%,generate_country_csv_report_1741-01-01-01.csv
RNV,460,0,0,2%,1,1,1,1,0,3,7,2,12,12,11,0,54,86400,0,0,0,0,0,0,-14,-700,0,0,11,7370,0%,422,196,46%,67,15%,917,30%,40%,generate_country_csv_report_1741-01-01-01.csv
SDP,76979,0,0,4%,15,28,15,1,0,31,25,24,80,77,76,0,78,159900,77,38,10,20,152,22,199,9950,0,0,156,104520,0%,25391,2220,8%,4428,17%,329,30%,40%,generate_country_csv_report_1741-01-01-01.csv
SKE,269,0,0,3%,2,2,1,1,1,3,5,2,10,10,8,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,0%,356,0,-0%,126,35%,377,30%,40%,generate_country_csv_report_1741-01-01-01.csv
SPP,170,0,0,2%,1,17,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,-2,-100,0,0,11,7370,25%,15,9,58%,5,35%,92,30%,40%,generate_country_csv_report_1741-01-01-01.csv
SRV,459,0,0,4%,1,1,1,1,1,5,8,9,22,22,22,0,61,106750,0,0,0,0,0,0,-16,-800,0,0,11,7370,0%,850,254,29%,27,3%,1851,30%,40%,generate_country_csv_report_1741-01-01-01.csv
TNV,344,0,0,4%,1,1,1,1,1,8,7,2,17,17,12,0,0,0,0,0,0,0,0,0,5,250,-2,-5,12,8040,0%,157,16,10%,50,31%,458,30%,40%,generate_country_csv_report_1741-01-01-01.csv
UMB,1804,0,0,5%,4,4,3,0,1,11,6,8,25,17,15,0,0,0,0,0,0,0,0,0,13,650,0,0,0,0,0%,2694,1,0%,267,9%,1079,30%,40%,generate_country_csv_report_1741-01-01-01.csv
USV,136,0,0,3%,1,1,1,1,1,3,5,2,10,10,10,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,0%,41,0,-2%,12,29%,299,30%,40%,generate_country_csv_report_1741-01-01-01.csv
WEA,0,0,0,6%,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,35,0,0%,35,100%,130,30%,40%,generate_country_csv_report_1741-01-01-01.csv
HHE,525323,0,0,10%,342,157,374,0,0,259,227,89,575,1070,965,0,528,1082400,415,207,267,534,687,103,782,39100,310,775,638,427460,15%,261874,114705,43%,38528,14%,720,30%,40%,generate_country_csv_report_1741-01-01-01.csv
AVE,874,0,0,2%,3,7,3,0,0,5,5,2,12,11,11,0,0,0,0,0,0,0,0,0,31,1550,0,0,23,15410,25%,332,31,9%,104,31%,379,30%,40%,generate_country_csv_report_1741-01-01-01.csv
BIU,178,0,0,3%,1,7,1,0,0,3,6,2,11,10,10,0,0,0,0,0,0,0,0,0,26,1300,0,0,23,15410,25%,102,33,32%,24,24%,574,30%,40%,generate_country_csv_report_1741-01-01-01.csv
CYR,4605,0,0,6%,5,12,5,0,0,5,13,19,37,35,34,0,0,0,40,20,0,0,0,0,44,2200,135,337,-4,-2680,-5%,8581,107,1%,370,4%,1863,30%,40%,generate_country_csv_report_1741-01-01-01.csv
HPV,442,0,0,5%,2,5,2,0,0,6,3,0,9,11,9,0,26,42900,0,0,0,0,0,0,-8,-400,0,0,11,7370,0%,130,76,58%,39,30%,295,30%,40%,generate_country_csv_report_1741-01-01-01.csv
SRA,581,0,0,12%,4,19,4,1,1,5,2,0,7,9,4,0,0,0,0,0,0,0,0,0,-8,-400,0,0,12,8040,0%,68,10,15%,56,81%,355,30%,40%,generate_country_csv_report_1741-01-01-01.csv
SSD,12214,0,0,4%,3,16,3,1,1,17,8,0,25,18,18,0,0,0,17,8,0,0,77,11,191,9550,129,322,0,0,25%,2963,131,4%,509,17%,242,30%,40%,generate_country_csv_report_1741-01-01-01.csv
UFS,5601,0,0,2%,3,28,3,0,0,3,3,3,9,9,8,0,0,0,0,0,0,0,0,0,34,1700,0,0,0,0,0%,1951,2,0%,142,7%,348,30%,40%,generate_country_csv_report_1741-01-01-01.csv
BAR,95266,0,0,4%,22,22,22,1,1,52,44,18,114,90,90,0,163,260800,54,27,36,72,49,7,317,15850,408,1020,1355,907850,25%,39117,12817,32%,9498,24%,410,30%,40%,generate_country_csv_report_1741-01-01-01.csv
FFN,28635,0,0,3%,14,14,14,1,0,12,21,16,49,38,37,0,165,288750,0,0,33,66,0,0,178,8900,-2,-5,11,7370,25%,12613,1421,11%,2346,18%,440,30%,40%,generate_country_csv_report_1741-01-01-01.csv
